REF_DATE,GEO,DGUID,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2017-08,Manitoba,2016A000246,Job vacancies,Number,223,units,0,v1481212166,8.1,11840,B,,,0
2017-08,Manitoba,2016A000246,Payroll employees,Number,223,units,0,v1481212167,8.2,580865,A,,,0
2017-08,Manitoba,2016A000246,Job vacancy rate,Percent,239,units,0,v1481212168,8.3,2,B,,,1
2017-08,Saskatchewan,2016A000247,Job vacancies,Number,223,units,0,v1481212169,9.1,9075,B,,,0
2017-08,Saskatchewan,2016A000247,Payroll employees,Number,223,units,0,v1481212170,9.2,452115,A,,,0
2017-08,Saskatchewan,2016A000247,Job vacancy rate,Percent,239,units,0,v1481212171,9.3,2,B,,,1
2017-08,Alberta,2016A000248,Job vacancies,Number,223,units,0,v1481212172,10.1,51375,A,,,0
2017-08,Alberta,2016A000248,Payroll employees,Number,223,units,0,v1481212173,10.2,1946270,A,,,0
2017-08,Alberta,2016A000248,Job vacancy rate,Percent,239,units,0,v1481212174,10.3,2.6,A,,,1
2017-08,British Columbia,2016A000259,Job vacancies,Number,223,units,0,v1481212175,11.1,81340,A,,,0
2017-08,British Columbia,2016A000259,Payroll employees,Number,223,units,0,v1481212176,11.2,2116930,A,,,0
2017-08,British Columbia,2016A000259,Job vacancy rate,Percent,239,units,0,v1481212177,11.3,3.7,A,,,1
2017-08,Yukon,2016A000260,Job vacancies,Number,223,units,0,v1481212178,12.1,675,E,,,0
2017-08,Yukon,2016A000260,Payroll employees,Number,223,units,0,v1481212179,12.2,16900,A,,,0
2017-08,Yukon,2016A000260,Job vacancy rate,Percent,239,units,0,v1481212180,12.3,3.8,D,,,1
2017-08,Northwest Territories,2016A000261,Job vacancies,Number,223,units,0,v1481212181,13.1,480,D,,,0
2017-08,Northwest Territories,2016A000261,Payroll employees,Number,223,units,0,v1481212182,13.2,22295,A,,,0
2017-08,Northwest Territories,2016A000261,Job vacancy rate,Percent,239,units,0,v1481212183,13.3,2.1,D,,,1
2017-08,Nunavut,2016A000262,Job vacancies,Number,223,units,0,v1481212184,14.1,400,D,,,0
2017-08,Nunavut,2016A000262,Payroll employees,Number,223,units,0,v1481212185,14.2,10595,A,,,0
2017-08,Nunavut,2016A000262,Job vacancy rate,Percent,239,units,0,v1481212186,14.3,3.6,D,,,1
2017-09,Canada,2016A000011124,Job vacancies,Number,223,units,0,v1481212145,1.1,463465,A,,,0
2017-09,Canada,2016A000011124,Payroll employees,Number,223,units,0,v1481212146,1.2,15670245,A,,,0
2017-09,Canada,2016A000011124,Job vacancy rate,Percent,239,units,0,v1481212147,1.3,2.9,A,,,1
2017-09,Newfoundland and Labrador,2016A000210,Job vacancies,Number,223,units,0,v1481212148,2.1,3500,C,,,0
2017-09,Newfoundland and Labrador,2016A000210,Payroll employees,Number,223,units,0,v1481212149,2.2,188870,A,,,0
2017-09,Newfoundland and Labrador,2016A000210,Job vacancy rate,Percent,239,units,0,v1481212150,2.3,1.8,B,,,1
2017-09,Prince Edward Island,2016A000211,Job vacancies,Number,223,units,0,v1481212151,3.1,1875,D,,,0
2017-09,Prince Edward Island,2016A000211,Payroll employees,Number,223,units,0,v1481212152,3.2,61990,A,,,0
2017-09,Prince Edward Island,2016A000211,Job vacancy rate,Percent,239,units,0,v1481212153,3.3,2.9,D,,,1
2017-09,Nova Scotia,2016A000212,Job vacancies,Number,223,units,0,v1481212154,4.1,6765,B,,,0
2017-09,Nova Scotia,2016A000212,Payroll employees,Number,223,units,0,v1481212155,4.2,414245,A,,,0
2017-09,Nova Scotia,2016A000212,Job vacancy rate,Percent,239,units,0,v1481212156,4.3,1.6,B,,,1
2017-09,New Brunswick,2016A000213,Job vacancies,Number,223,units,0,v1481212157,5.1,6770,B,,,0
2017-09,New Brunswick,2016A000213,Payroll employees,Number,223,units,0,v1481212158,5.2,303945,A,,,0
2017-09,New Brunswick,2016A000213,Job vacancy rate,Percent,239,units,0,v1481212159,5.3,2.2,B,,,1
2017-09,Quebec,2016A000224,Job vacancies,Number,223,units,0,v1481212160,6.1,88005,A,,,0
2017-09,Quebec,2016A000224,Payroll employees,Number,223,units,0,v1481212161,6.2,3480285,A,,,0
2017-09,Quebec,2016A000224,Job vacancy rate,Percent,239,units,0,v1481212162,6.3,2.5,A,,,1
2017-09,Ontario,2016A000235,Job vacancies,Number,223,units,0,v1481212163,7.1,185725,A,,,0
2017-09,Ontario,2016A000235,Payroll employees,Number,223,units,0,v1481212164,7.2,6075230,A,,,0
2017-09,Ontario,2016A000235,Job vacancy rate,Percent,239,units,0,v1481212165,7.3,3,A,,,1
2017-09,Manitoba,2016A000246,Job vacancies,Number,223,units,0,v1481212166,8.1,14610,B,,,0
2017-09,Manitoba,2016A000246,Payroll employees,Number,223,units,0,v1481212167,8.2,581295,A,,,0
2017-09,Manitoba,2016A000246,Job vacancy rate,Percent,239,units,0,v1481212168,8.3,2.5,B,,,1
2017-09,Saskatchewan,2016A000247,Job vacancies,Number,223,units,0,v1481212169,9.1,9610,B,,,0
2017-09,Saskatchewan,2016A000247,Payroll employees,Number,223,units,0,v1481212170,9.2,456895,A,,,0
2017-09,Saskatchewan,2016A000247,Job vacancy rate,Percent,239,units,0,v1481212171,9.3,2.1,B,,,1
2017-09,Alberta,2016A000248,Job vacancies,Number,223,units,0,v1481212172,10.1,51655,A,,,0
2017-09,Alberta,2016A000248,Payroll employees,Number,223,units,0,v1481212173,10.2,1925280,A,,,0
2017-09,Alberta,2016A000248,Job vacancy rate,Percent,239,units,0,v1481212174,10.3,2.6,A,,,1
2017-09,British Columbia,2016A000259,Job vacancies,Number,223,units,0,v1481212175,11.1,93375,B,,,0
2017-09,British Columbia,2016A000259,Payroll employees,Number,223,units,0,v1481212176,11.2,2130675,A,,,0
2017-09,British Columbia,2016A000259,Job vacancy rate,Percent,239,units,0,v1481212177,11.3,4.2,B,,,1
2017-09,Yukon,2016A000260,Job vacancies,Number,223,units,0,v1481212178,12.1,705,D,,,0
2017-09,Yukon,2016A000260,Payroll employees,Number,223,units,0,v1481212179,12.2,17775,A,,,0
2017-09,Yukon,2016A000260,Job vacancy rate,Percent,239,units,0,v1481212180,12.3,3.8,D,,,1
2017-09,Northwest Territories,2016A000261,Job vacancies,Number,223,units,0,v1481212181,13.1,555,D,,,0
2017-09,Northwest Territories,2016A000261,Payroll employees,Number,223,units,0,v1481212182,13.2,22430,A,,,0
2017-09,Northwest Territories,2016A000261,Job vacancy rate,Percent,239,units,0,v1481212183,13.3,2.4,D,,,1
2017-09,Nunavut,2016A000262,Job vacancies,Number,223,units,0,v1481212184,14.1,,F,,,0
2017-09,Nunavut,2016A000262,Payroll employees,Number,223,units,0,v1481212185,14.2,11325,A,,,0
2017-09,Nunavut,2016A000262,Job vacancy rate,Percent,239,units,0,v1481212186,14.3,,F,,,1
2017-10,Canada,2016A000011124,Job vacancies,Number,223,units,0,v1481212145,1.1,459760,A,,,0
2017-10,Canada,2016A000011124,Payroll employees,Number,223,units,0,v1481212146,1.2,15689160,A,,,0
2017-10,Canada,2016A000011124,Job vacancy rate,Percent,239,units,0,v1481212147,1.3,2.8,A,,,1
2017-10,Newfoundland and Labrador,2016A000210,Job vacancies,Number,223,units,0,v1481212148,2.1,3005,C,,,0
2017-10,Newfoundland and Labrador,2016A000210,Payroll employees,Number,223,units,0,v1481212149,2.2,190455,A,,,0
2017-10,Newfoundland and Labrador,2016A000210,Job vacancy rate,Percent,239,units,0,v1481212150,2.3,1.6,B,,,1
2017-10,Prince Edward Island,2016A000211,Job vacancies,Number,223,units,0,v1481212151,3.1,1670,D,,,0
2017-10,Prince Edward Island,2016A000211,Payroll employees,Number,223,units,0,v1481212152,3.2,61445,A,,,0
2017-10,Prince Edward Island,2016A000211,Job vacancy rate,Percent,239,units,0,v1481212153,3.3,2.6,D,,,1
2017-10,Nova Scotia,2016A000212,Job vacancies,Number,223,units,0,v1481212154,4.1,9275,B,,,0
2017-10,Nova Scotia,2016A000212,Payroll employees,Number,223,units,0,v1481212155,4.2,396890,A,,,0
2017-10,Nova Scotia,2016A000212,Job vacancy rate,Percent,239,units,0,v1481212156,4.3,2.3,B,,,1
2017-10,New Brunswick,2016A000213,Job vacancies,Number,223,units,0,v1481212157,5.1,6570,B,,,0
2017-10,New Brunswick,2016A000213,Payroll employees,Number,223,units,0,v1481212158,5.2,299875,A,,,0
2017-10,New Brunswick,2016A000213,Job vacancy rate,Percent,239,units,0,v1481212159,5.3,2.1,B,,,1
2017-10,Quebec,2016A000224,Job vacancies,Number,223,units,0,v1481212160,6.1,88070,A,,,0
2017-10,Quebec,2016A000224,Payroll employees,Number,223,units,0,v1481212161,6.2,3472095,A,,,0
2017-10,Quebec,2016A000224,Job vacancy rate,Percent,239,units,0,v1481212162,6.3,2.5,A,,,1
2017-10,Ontario,2016A000235,Job vacancies,Number,223,units,0,v1481212163,7.1,185735,A,,,0
2017-10,Ontario,2016A000235,Payroll employees,Number,223,units,0,v1481212164,7.2,6089795,A,,,0
2017-10,Ontario,2016A000235,Job vacancy rate,Percent,239,units,0,v1481212165,7.3,3,A,,,1
2017-10,Manitoba,2016A000246,Job vacancies,Number,223,units,0,v1481212166,8.1,12160,B,,,0
2017-10,Manitoba,2016A000246,Payroll employees,Number,223,units,0,v1481212167,8.2,593350,A,,,0
2017-10,Manitoba,2016A000246,Job vacancy rate,Percent,239,units,0,v1481212168,8.3,2,B,,,1
2017-10,Saskatchewan,2016A000247,Job vacancies,Number,223,units,0,v1481212169,9.1,9470,B,,,0
2017-10,Saskatchewan,2016A000247,Payroll employees,Number,223,units,0,v1481212170,9.2,462510,A,,,0
2017-10,Saskatchewan,2016A000247,Job vacancy rate,Percent,239,units,0,v1481212171,9.3,2,B,,,1
2017-10,Alberta,2016A000248,Job vacancies,Number,223,units,0,v1481212172,10.1,50930,A,,,0
2017-10,Alberta,2016A000248,Payroll employees,Number,223,units,0,v1481212173,10.2,1939810,A,,,0
2017-10,Alberta,2016A000248,Job vacancy rate,Percent,239,units,0,v1481212174,10.3,2.6,A,,,1
2017-10,British Columbia,2016A000259,Job vacancies,Number,223,units,0,v1481212175,11.1,91270,A,,,0
2017-10,British Columbia,2016A000259,Payroll employees,Number,223,units,0,v1481212176,11.2,2131270,A,,,0
2017-10,British Columbia,2016A000259,Job vacancy rate,Percent,239,units,0,v1481212177,11.3,4.1,A,,,1
2017-10,Yukon,2016A000260,Job vacancies,Number,223,units,0,v1481212178,12.1,570,E,,,0
2017-10,Yukon,2016A000260,Payroll employees,Number,223,units,0,v1481212179,12.2,17445,A,,,0
2017-10,Yukon,2016A000260,Job vacancy rate,Percent,239,units,0,v1481212180,12.3,3.2,E,,,1
2017-10,Northwest Territories,2016A000261,Job vacancies,Number,223,units,0,v1481212181,13.1,700,E,,,0
2017-10,Northwest Territories,2016A000261,Payroll employees,Number,223,units,0,v1481212182,13.2,22425,A,,,0
2017-10,Northwest Territories,2016A000261,Job vacancy rate,Percent,239,units,0,v1481212183,13.3,3,E,,,1
2017-10,Nunavut,2016A000262,Job vacancies,Number,223,units,0,v1481212184,14.1,330,E,,,0
2017-10,Nunavut,2016A000262,Payroll employees,Number,223,units,0,v1481212185,14.2,11795,A,,,0
2017-10,Nunavut,2016A000262,Job vacancy rate,Percent,239,units,0,v1481212186,14.3,2.7,E,,,1
2017-11,Canada,2016A000011124,Job vacancies,Number,223,units,0,v1481212145,1.1,494655,A,,,0
2017-11,Canada,2016A000011124,Payroll employees,Number,223,units,0,v1481212146,1.2,15663440,A,,,0
2017-11,Canada,2016A000011124,Job vacancy rate,Percent,239,units,0,v1481212147,1.3,3.1,A,,,1
2017-11,Newfoundland and Labrador,2016A000210,Job vacancies,Number,223,units,0,v1481212148,2.1,3605,C,,,0
2017-11,Newfoundland and Labrador,2016A000210,Payroll employees,Number,223,units,0,v1481212149,2.2,195795,A,,,0
2017-11,Newfoundland and Labrador,2016A000210,Job vacancy rate,Percent,239,units,0,v1481212150,2.3,1.8,C,,,1
2017-11,Prince Edward Island,2016A000211,Job vacancies,Number,223,units,0,v1481212151,3.1,1225,E,,,0
2017-11,Prince Edward Island,2016A000211,Payroll employees,Number,223,units,0,v1481212152,3.2,61810,A,,,0
2017-11,Prince Edward Island,2016A000211,Job vacancy rate,Percent,239,units,0,v1481212153,3.3,1.9,D,,,1
2017-11,Nova Scotia,2016A000212,Job vacancies,Number,223,units,0,v1481212154,4.1,9785,B,,,0
2017-11,Nova Scotia,2016A000212,Payroll employees,Number,223,units,0,v1481212155,4.2,401650,A,,,0
2017-11,Nova Scotia,2016A000212,Job vacancy rate,Percent,239,units,0,v1481212156,4.3,2.4,B,,,1
2017-11,New Brunswick,2016A000213,Job vacancies,Number,223,units,0,v1481212157,5.1,6830,B,,,0
2017-11,New Brunswick,2016A000213,Payroll employees,Number,223,units,0,v1481212158,5.2,294810,A,,,0
2017-11,New Brunswick,2016A000213,Job vacancy rate,Percent,239,units,0,v1481212159,5.3,2.3,B,,,1
2017-11,Quebec,2016A000224,Job vacancies,Number,223,units,0,v1481212160,6.1,108995,A,,,0
2017-11,Quebec,2016A000224,Payroll employees,Number,223,units,0,v1481212161,6.2,3464675,A,,,0
2017-11,Quebec,2016A000224,Job vacancy rate,Percent,239,units,0,v1481212162,6.3,3,A,,,1
2017-11,Ontario,2016A000235,Job vacancies,Number,223,units,0,v1481212163,7.1,191790,A,,,0
2017-11,Ontario,2016A000235,Payroll employees,Number,223,units,0,v1481212164,7.2,6076375,A,,,0
2017-11,Ontario,2016A000235,Job vacancy rate,Percent,239,units,0,v1481212165,7.3,3.1,A,,,1
2017-11,Manitoba,2016A000246,Job vacancies,Number,223,units,0,v1481212166,8.1,12340,B,,,0
2017-11,Manitoba,2016A000246,Payroll employees,Number,223,units,0,v1481212167,8.2,578495,A,,,0
2017-11,Manitoba,2016A000246,Job vacancy rate,Percent,239,units,0,v1481212168,8.3,2.1,B,,,1
2017-11,Saskatchewan,2016A000247,Job vacancies,Number,223,units,0,v1481212169,9.1,9805,B,,,0
2017-11,Saskatchewan,2016A000247,Payroll employees,Number,223,units,0,v1481212170,9.2,452330,A,,,0
2017-11,Saskatchewan,2016A000247,Job vacancy rate,Percent,239,units,0,v1481212171,9.3,2.1,B,,,1
2017-11,Alberta,2016A000248,Job vacancies,Number,223,units,0,v1481212172,10.1,59130,B,,,0
2017-11,Alberta,2016A000248,Payroll employees,Number,223,units,0,v1481212173,10.2,1954130,A,,,0
2017-11,Alberta,2016A000248,Job vacancy rate,Percent,239,units,0,v1481212174,10.3,2.9,B,,,1
2017-11,British Columbia,2016A000259,Job vacancies,Number,223,units,0,v1481212175,11.1,90185,A,,,0
2017-11,British Columbia,2016A000259,Payroll employees,Number,223,units,0,v1481212176,11.2,2132200,A,,,0
2017-11,British Columbia,2016A000259,Job vacancy rate,Percent,239,units,0,v1481212177,11.3,4.1,A,,,1
2017-11,Yukon,2016A000260,Job vacancies,Number,223,units,0,v1481212178,12.1,385,E,,,0
2017-11,Yukon,2016A000260,Payroll employees,Number,223,units,0,v1481212179,12.2,17245,A,,,0
2017-11,Yukon,2016A000260,Job vacancy rate,Percent,239,units,0,v1481212180,12.3,2.2,E,,,1
2017-11,Northwest Territories,2016A000261,Job vacancies,Number,223,units,0,v1481212181,13.1,360,E,,,0
2017-11,Northwest Territories,2016A000261,Payroll employees,Number,223,units,0,v1481212182,13.2,22405,A,,,0
2017-11,Northwest Territories,2016A000261,Job vacancy rate,Percent,239,units,0,v1481212183,13.3,1.6,E,,,1
2017-11,Nunavut,2016A000262,Job vacancies,Number,223,units,0,v1481212184,14.1,220,E,,,0
2017-11,Nunavut,2016A000262,Payroll employees,Number,223,units,0,v1481212185,14.2,11515,A,,,0
2017-11,Nunavut,2016A000262,Job vacancy rate,Percent,239,units,0,v1481212186,14.3,1.9,E,,,1
2017-12,Canada,2016A000011124,Job vacancies,Number,223,units,0,v1481212145,1.1,488460,A,,,0
2017-12,Canada,2016A000011124,Payroll employees,Number,223,units,0,v1481212146,1.2,15675620,A,,,0
2017-12,Canada,2016A000011124,Job vacancy rate,Percent,239,units,0,v1481212147,1.3,3,A,,,1
2017-12,Newfoundland and Labrador,2016A000210,Job vacancies,Number,223,units,0,v1481212148,2.1,3380,C,,,0
2017-12,Newfoundland and Labrador,2016A000210,Payroll employees,Number,223,units,0,v1481212149,2.2,203430,B,,,0
2017-12,Newfoundland and Labrador,2016A000210,Job vacancy rate,Percent,239,units,0,v1481212150,2.3,1.6,C,,,1
2017-12,Prince Edward Island,2016A000211,Job vacancies,Number,223,units,0,v1481212151,3.1,1485,E,,,0
2017-12,Prince Edward Island,2016A000211,Payroll employees,Number,223,units,0,v1481212152,3.2,61040,A,,,0
2017-12,Prince Edward Island,2016A000211,Job vacancy rate,Percent,239,units,0,v1481212153,3.3,2.4,E,,,1
2017-12,Nova Scotia,2016A000212,Job vacancies,Number,223,units,0,v1481212154,4.1,10075,B,,,0
2017-12,Nova Scotia,2016A000212,Payroll employees,Number,223,units,0,v1481212155,4.2,404635,A,,,0
2017-12,Nova Scotia,2016A000212,Job vacancy rate,Percent,239,units,0,v1481212156,4.3,2.4,B,,,1
2017-12,New Brunswick,2016A000213,Job vacancies,Number,223,units,0,v1481212157,5.1,7255,B,,,0
2017-12,New Brunswick,2016A000213,Payroll employees,Number,223,units,0,v1481212158,5.2,285825,A,,,0
2017-12,New Brunswick,2016A000213,Job vacancy rate,Percent,239,units,0,v1481212159,5.3,2.5,B,,,1
2017-12,Quebec,2016A000224,Job vacancies,Number,223,units,0,v1481212160,6.1,95345,A,,,0
2017-12,Quebec,2016A000224,Payroll employees,Number,223,units,0,v1481212161,6.2,3502115,A,,,0
2017-12,Quebec,2016A000224,Job vacancy rate,Percent,239,units,0,v1481212162,6.3,2.7,A,,,1
2017-12,Ontario,2016A000235,Job vacancies,Number,223,units,0,v1481212163,7.1,192200,A,,,0
2017-12,Ontario,2016A000235,Payroll employees,Number,223,units,0,v1481212164,7.2,6083360,A,,,0
2017-12,Ontario,2016A000235,Job vacancy rate,Percent,239,units,0,v1481212165,7.3,3.1,A,,,1
2017-12,Manitoba,2016A000246,Job vacancies,Number,223,units,0,v1481212166,8.1,15540,B,,,0
2017-12,Manitoba,2016A000246,Payroll employees,Number,223,units,0,v1481212167,8.2,582020,A,,,0
2017-12,Manitoba,2016A000246,Job vacancy rate,Percent,239,units,0,v1481212168,8.3,2.6,B,,,1
2017-12,Saskatchewan,2016A000247,Job vacancies,Number,223,units,0,v1481212169,9.1,10355,B,,,0
2017-12,Saskatchewan,2016A000247,Payroll employees,Number,223,units,0,v1481212170,9.2,451465,A,,,0
2017-12,Saskatchewan,2016A000247,Job vacancy rate,Percent,239,units,0,v1481212171,9.3,2.2,B,,,1
2017-12,Alberta,2016A000248,Job vacancies,Number,223,units,0,v1481212172,10.1,53665,B,,,0
2017-12,Alberta,2016A000248,Payroll employees,Number,223,units,0,v1481212173,10.2,1918950,A,,,0
2017-12,Alberta,2016A000248,Job vacancy rate,Percent,239,units,0,v1481212174,10.3,2.7,B,,,1
2017-12,British Columbia,2016A000259,Job vacancies,Number,223,units,0,v1481212175,11.1,97265,B,,,0
2017-12,British Columbia,2016A000259,Payroll employees,Number,223,units,0,v1481212176,11.2,2132100,A,,,0
2017-12,British Columbia,2016A000259,Job vacancy rate,Percent,239,units,0,v1481212177,11.3,4.4,B,,,1
2017-12,Yukon,2016A000260,Job vacancies,Number,223,units,0,v1481212178,12.1,745,D,,,0
2017-12,Yukon,2016A000260,Payroll employees,Number,223,units,0,v1481212179,12.2,17165,A,,,0
2017-12,Yukon,2016A000260,Job vacancy rate,Percent,239,units,0,v1481212180,12.3,4.2,D,,,1
2017-12,Northwest Territories,2016A000261,Job vacancies,Number,223,units,0,v1481212181,13.1,740,D,,,0
2017-12,Northwest Territories,2016A000261,Payroll employees,Number,223,units,0,v1481212182,13.2,22185,A,,,0
2017-12,Northwest Territories,2016A000261,Job vacancy rate,Percent,239,units,0,v1481212183,13.3,3.2,D,,,1
2017-12,Nunavut,2016A000262,Job vacancies,Number,223,units,0,v1481212184,14.1,400,E,,,0
2017-12,Nunavut,2016A000262,Payroll employees,Number,223,units,0,v1481212185,14.2,11335,A,,,0
2017-12,Nunavut,2016A000262,Job vacancy rate,Percent,239,units,0,v1481212186,14.3,3.4,E,,,1
2018-01,Canada,2016A000011124,Job vacancies,Number,223,units,0,v1481212145,1.1,478875,A,,,0
2018-01,Canada,2016A000011124,Payroll employees,Number,223,units,0,v1481212146,1.2,15718380,A,,,0
2018-01,Canada,2016A000011124,Job vacancy rate,Percent,239,units,0,v1481212147,1.3,3,A,,,1
2018-01,Newfoundland and Labrador,2016A000210,Job vacancies,Number,223,units,0,v1481212148,2.1,3350,D,,,0
2018-01,Newfoundland and Labrador,2016A000210,Payroll employees,Number,223,units,0,v1481212149,2.2,185505,A,,,0
2018-01,Newfoundland and Labrador,2016A000210,Job vacancy rate,Percent,239,units,0,v1481212150,2.3,1.8,D,,,1
2018-01,Prince Edward Island,2016A000211,Job vacancies,Number,223,units,0,v1481212151,3.1,1530,D,,,0
2018-01,Prince Edward Island,2016A000211,Payroll employees,Number,223,units,0,v1481212152,3.2,61295,A,,,0
2018-01,Prince Edward Island,2016A000211,Job vacancy rate,Percent,239,units,0,v1481212153,3.3,2.4,D,,,1
2018-01,Nova Scotia,2016A000212,Job vacancies,Number,223,units,0,v1481212154,4.1,9555,B,,,0
2018-01,Nova Scotia,2016A000212,Payroll employees,Number,223,units,0,v1481212155,4.2,409015,A,,,0
2018-01,Nova Scotia,2016A000212,Job vacancy rate,Percent,239,units,0,v1481212156,4.3,2.3,B,,,1
2018-01,New Brunswick,2016A000213,Job vacancies,Number,223,units,0,v1481212157,5.1,7605,B,,,0
2018-01,New Brunswick,2016A000213,Payroll employees,Number,223,units,0,v1481212158,5.2,289445,A,,,0
2018-01,New Brunswick,2016A000213,Job vacancy rate,Percent,239,units,0,v1481212159,5.3,2.6,B,,,1
2018-01,Quebec,2016A000224,Job vacancies,Number,223,units,0,v1481212160,6.1,95775,A,,,0
2018-01,Quebec,2016A000224,Payroll employees,Number,223,units,0,v1481212161,6.2,3488280,A,,,0
2018-01,Quebec,2016A000224,Job vacancy rate,Percent,239,units,0,v1481212162,6.3,2.7,A,,,1
2018-01,Ontario,2016A000235,Job vacancies,Number,223,units,0,v1481212163,7.1,182815,A,,,0
2018-01,Ontario,2016A000235,Payroll employees,Number,223,units,0,v1481212164,7.2,6098690,A,,,0
2018-01,Ontario,2016A000235,Job vacancy rate,Percent,239,units,0,v1481212165,7.3,2.9,A,,,1
2018-01,Manitoba,2016A000246,Job vacancies,Number,223,units,0,v1481212166,8.1,12615,B,,,0
2018-01,Manitoba,2016A000246,Payroll employees,Number,223,units,0,v1481212167,8.2,588285,A,,,0
2018-01,Manitoba,2016A000246,Job vacancy rate,Percent,239,units,0,v1481212168,8.3,2.1,B,,,1
2018-01,Saskatchewan,2016A000247,Job vacancies,Number,223,units,0,v1481212169,9.1,11160,C,,,0
2018-01,Saskatchewan,2016A000247,Payroll employees,Number,223,units,0,v1481212170,9.2,454475,A,,,0
2018-01,Saskatchewan,2016A000247,Job vacancy rate,Percent,239,units,0,v1481212171,9.3,2.4,C,,,1
2018-01,Alberta,2016A000248,Job vacancies,Number,223,units,0,v1481212172,10.1,55215,B,,,0
2018-01,Alberta,2016A000248,Payroll employees,Number,223,units,0,v1481212173,10.2,1945540,A,,,0
2018-01,Alberta,2016A000248,Job vacancy rate,Percent,239,units,0,v1481212174,10.3,2.8,B,,,1
2018-01,British Columbia,2016A000259,Job vacancies,Number,223,units,0,v1481212175,11.1,96990,A,,,0
2018-01,British Columbia,2016A000259,Payroll employees,Number,223,units,0,v1481212176,11.2,2146890,A,,,0
2018-01,British Columbia,2016A000259,Job vacancy rate,Percent,239,units,0,v1481212177,11.3,4.3,A,,,1
2018-01,Yukon,2016A000260,Job vacancies,Number,223,units,0,v1481212178,12.1,1045,E,,,0
2018-01,Yukon,2016A000260,Payroll employees,Number,223,units,0,v1481212179,12.2,17345,A,,,0
2018-01,Yukon,2016A000260,Job vacancy rate,Percent,239,units,0,v1481212180,12.3,5.7,E,,,1
2018-01,Northwest Territories,2016A000261,Job vacancies,Number,223,units,0,v1481212181,13.1,910,E,,,0
2018-01,Northwest Territories,2016A000261,Payroll employees,Number,223,units,0,v1481212182,13.2,22185,A,,,0
2018-01,Northwest Territories,2016A000261,Job vacancy rate,Percent,239,units,0,v1481212183,13.3,3.9,E,,,1
2018-01,Nunavut,2016A000262,Job vacancies,Number,223,units,0,v1481212184,14.1,315,E,,,0
2018-01,Nunavut,2016A000262,Payroll employees,Number,223,units,0,v1481212185,14.2,11425,A,,,0
2018-01,Nunavut,2016A000262,Job vacancy rate,Percent,239,units,0,v1481212186,14.3,2.7,E,,,1
2018-02,Canada,2016A000011124,Job vacancies,Number,223,units,0,v1481212145,1.1,498380,A,,,0
2018-02,Canada,2016A000011124,Payroll employees,Number,223,units,0,v1481212146,1.2,15725590,A,,,0
2018-02,Canada,2016A000011124,Job vacancy rate,Percent,239,units,0,v1481212147,1.3,3.1,A,,,1
2018-02,Newfoundland and Labrador,2016A000210,Job vacancies,Number,223,units,0,v1481212148,2.1,4000,C,,,0
2018-02,Newfoundland and Labrador,2016A000210,Payroll employees,Number,223,units,0,v1481212149,2.2,182565,A,,,0
2018-02,Newfoundland and Labrador,2016A000210,Job vacancy rate,Percent,239,units,0,v1481212150,2.3,2.1,C,,,1
2018-02,Prince Edward Island,2016A000211,Job vacancies,Number,223,units,0,v1481212151,3.1,1500,E,,,0
2018-02,Prince Edward Island,2016A000211,Payroll employees,Number,223,units,0,v1481212152,3.2,61325,A,,,0
2018-02,Prince Edward Island,2016A000211,Job vacancy rate,Percent,239,units,0,v1481212153,3.3,2.4,D,,,1
2018-02,Nova Scotia,2016A000212,Job vacancies,Number,223,units,0,v1481212154,4.1,11755,C,,,0
2018-02,Nova Scotia,2016A000212,Payroll employees,Number,223,units,0,v1481212155,4.2,412610,A,,,0
2018-02,Nova Scotia,2016A000212,Job vacancy rate,Percent,239,units,0,v1481212156,4.3,2.8,C,,,1
2018-02,New Brunswick,2016A000213,Job vacancies,Number,223,units,0,v1481212157,5.1,8435,B,,,0
2018-02,New Brunswick,2016A000213,Payroll employees,Number,223,units,0,v1481212158,5.2,290270,A,,,0
2018-02,New Brunswick,2016A000213,Job vacancy rate,Percent,239,units,0,v1481212159,5.3,2.8,B,,,1
2018-02,Quebec,2016A000224,Job vacancies,Number,223,units,0,v1481212160,6.1,101210,A,,,0
2018-02,Quebec,2016A000224,Payroll employees,Number,223,units,0,v1481212161,6.2,3490570,A,,,0
2018-02,Quebec,2016A000224,Job vacancy rate,Percent,239,units,0,v1481212162,6.3,2.8,A,,,1
2018-02,Ontario,2016A000235,Job vacancies,Number,223,units,0,v1481212163,7.1,192730,A,,,0
2018-02,Ontario,2016A000235,Payroll employees,Number,223,units,0,v1481212164,7.2,6106795,A,,,0
2018-02,Ontario,2016A000235,Job vacancy rate,Percent,239,units,0,v1481212165,7.3,3.1,A,,,1
2018-02,Manitoba,2016A000246,Job vacancies,Number,223,units,0,v1481212166,8.1,11700,B,,,0
2018-02,Manitoba,2016A000246,Payroll employees,Number,223,units,0,v1481212167,8.2,579795,A,,,0
2018-02,Manitoba,2016A000246,Job vacancy rate,Percent,239,units,0,v1481212168,8.3,2,B,,,1
2018-02,Saskatchewan,2016A000247,Job vacancies,Number,223,units,0,v1481212169,9.1,9535,B,,,0
2018-02,Saskatchewan,2016A000247,Payroll employees,Number,223,units,0,v1481212170,9.2,447930,A,,,0
